compound,ra,rb,fe,bg,a,b,c,shape
BCeO3,0.27,0.87,-0.244,0.0,4.537,4.537,4.537,cubic
BiCeO3,1.38,0.87,-1.53,0.0,4.562,4.562,4.562,cubic
ZrSmO3,0.89,0.96,-1.879,0.0,4.368,4.368,4.368,cubic
OsPtO3,0.57,0.67,0.731,0.0,3.975,3.975,3.975,cubic
Ac2O3,1.12,1.12,-2.732,0.332,4.705,4.705,4.705,cubic
LiBO3,0.92,0.27,-1.077,0.0,3.271,3.271,3.271,cubic
ZrCoO3,0.89,0.61,-1.774,0.0,3.655,3.655,3.655,cubic
InThO3,0.92,0.94,-2.411,0.0,4.55,4.55,4.55,cubic
VScO3,0.72,0.75,-2.069,0.0,3.98,3.98,3.98,cubic
PdErO3,0.76,0.89,-1.233,0.0,4.288,4.288,4.288,cubic
NbGeO3,0.79,0.53,-1.053,0.0,3.79,3.79,3.79,cubic
EuUO3,1.48,0.89,-3.143,0.0,4.399,4.399,4.399,cubic
LiDyO3,0.92,0.99,-1.888,0.0,4.342,4.342,4.342,cubic
IrZrO3,0.68,0.72,-1.191,0.0,4.111,4.111,4.111,cubic
CaNpO3,1.34,0.86,-2.892,0.0,4.383,4.383,4.383,cubic
TbSnO3,1.1,0.69,-1.904,0.0,4.103,4.103,4.103,cubic
SbNdO3,0.68,0.98,-1.457,0.0,4.477,4.477,4.477,cubic
NbTaO3,0.79,0.68,-1.727,0.0,3.989,3.989,3.989,cubic
TePuO3,0.77,0.83,-1.698,0.0,4.377,4.377,4.377,cubic
ZrAsO3,0.89,0.58,-1.202,0.0,3.945,3.945,3.945,cubic
NiRhO3,0.69,0.6,-0.227,0.0,3.864,3.864,3.864,cubic
BaReO3,1.61,0.63,-2.199,0.0,4.038,4.038,4.038,cubic
LaPmO3,1.36,0.97,-2.955,1.205,4.44,4.44,4.44,cubic
CrMnO3,0.8,0.53,-1.433,0.0,3.737,3.737,3.737,cubic
CoBeO3,0.9,0.45,-0.932,0.0,3.433,3.433,3.433,cubic
NaBeO3,1.39,0.45,-1.096,0.0,3.497,3.497,3.497,cubic
MgGaO3,0.89,0.62,-1.594,0.0,3.783,3.783,3.783,cubic
AuLuO3,0.93,0.86,-1.212,0.0,4.232,4.232,4.232,cubic
GeErO3,0.63,0.89,-1.681,0.0,4.242,4.242,4.242,cubic
GdErO3,1.11,0.89,-3.062,1.779,4.219,4.219,4.219,cubic
PmHgO3,1.14,1.11,-1.328,0.0,4.203,4.203,4.203,cubic
AsCsO3,0.52,1.67,0.861,0.0,4.436,4.436,4.436,cubic
ReTmO3,0.57,0.96,-0.811,0.0,4.203,4.203,4.203,cubic
AgBeO3,1.28,0.45,-0.616,0.0,3.528,3.528,3.528,cubic
TbZrO3,1.1,0.72,-2.857,0.0,4.122,4.122,4.122,cubic
SbUO3,0.68,0.85,-2.125,0.0,4.36,4.36,4.36,cubic
CsZnO3,1.88,0.74,-0.533,0.0,4.091,4.091,4.091,cubic
BePaO3,0.45,0.91,-1.738,0.0,4.344,4.344,4.344,cubic
UOsO3,1.17,0.57,-1.725,0.0,3.984,3.984,3.984,cubic
SiTcO3,0.4,0.6,-0.907,0.0,3.887,3.887,3.887,cubic
TmCeO3,1.09,0.87,-2.207,0.0,4.529,4.529,4.529,cubic
TeTiO3,0.97,0.61,-1.754,0.0,3.937,3.937,3.937,cubic
TbUO3,1.1,0.89,-2.464,0.0,4.379,4.379,4.379,cubic
PbWO3,1.49,0.66,-1.749,0.0,4.016,4.016,4.016,cubic
BeNaO3,0.45,1.02,0.749,0.0,3.907,3.907,3.907,cubic
ScErO3,0.87,0.89,-2.549,0.69,4.203,4.203,4.203,cubic
ErLiO3,1.06,0.76,-2.076,0.0,3.611,3.611,3.611,cubic
TaRuO3,0.74,0.57,-0.406,0.0,3.865,3.865,3.865,cubic
NdBO3,1.27,0.27,-2.431,2.497,3.545,3.545,3.545,cubic
YbKO3,1.04,1.38,-0.47,0.0,4.189,4.189,4.189,cubic
TiHoO3,0.74,0.9,-1.892,0.0,4.227,4.227,4.227,cubic
CsAlO3,1.88,0.54,-1.56,0.0,3.948,3.948,3.948,cubic
DyYO3,1.08,0.9,-2.881,1.803,4.259,4.259,4.259,cubic
KMgO3,1.64,0.72,-1.144,0.0,4.003,4.003,4.003,cubic
SnScO3,0.81,0.75,-2.122,0.0,4.064,4.064,4.064,cubic
FeAsO3,0.78,0.58,-0.842,0.0,3.758,3.758,3.758,cubic
FeTmO3,0.78,0.88,-1.45,0.0,4.187,4.187,4.187,cubic
AlTaO3,0.54,0.72,-2.219,0.0,4.002,4.002,4.002,cubic
WReO3,0.66,0.63,-0.123,0.0,3.925,3.925,3.925,cubic
PdRbO3,0.75,1.52,1.247,0.0,4.306,4.306,4.306,cubic
HgThO3,1.14,0.94,-2.094,0.0,4.536,4.536,4.536,cubic
Pu2O3,0.96,0.83,-2.866,0.0,4.389,4.389,4.389,cubic
TcBeO3,0.6,0.45,-1.058,0.0,3.416,3.416,3.416,cubic
BiSmO3,1.38,0.96,-1.786,0.0,4.427,4.427,4.427,cubic
AuTmO3,0.93,0.96,-1.233,0.0,4.274,4.274,4.274,cubic
TiMnO3,0.86,0.53,-1.615,0.0,3.733,3.733,3.733,cubic
SbZnO3,0.68,0.74,-0.858,0.0,3.847,3.847,3.847,cubic
MgTmO3,0.89,0.96,-2.147,0.0,4.196,4.196,4.196,cubic
IrGdO3,0.68,0.94,-0.563,0.0,4.324,4.324,4.324,cubic
GdReO3,1.11,0.63,-1.956,0.0,3.95,3.95,3.95,cubic
PaMgO3,0.95,0.72,-2.484,0.0,3.806,3.806,3.806,cubic
RuSnO3,0.68,0.69,-0.564,0.0,4.016,4.016,4.016,cubic
MgNbO3,0.89,0.68,-2.323,0.0,3.997,3.997,3.997,cubic
IrNdO3,0.68,0.98,-0.365,0.0,4.435,4.435,4.435,cubic
MgHgO3,0.89,1.11,-0.386,0.0,4.105,4.105,4.105,cubic
GaHfO3,0.62,0.71,-2.349,0.0,4.078,4.078,4.078,cubic
PdSiO3,0.86,0.4,-1.372,0.0,3.564,3.564,3.564,cubic
VTmO3,0.72,0.96,-1.875,0.0,4.2,4.2,4.2,cubic
ReNiO3,0.58,0.69,0.087,0.0,3.685,3.685,3.685,cubic
NaGdO3,1.39,0.94,-1.978,0.0,4.41,4.41,4.41,cubic
TeTbO3,0.97,0.76,-1.332,0.0,4.352,4.352,4.352,cubic
WTaO3,0.66,0.72,-1.092,0.0,3.997,3.997,3.997,cubic
BaSrO3,1.61,1.18,-1.869,0.0,4.53,4.53,4.53,cubic
MnErO3,0.96,0.89,-1.928,0.0,4.22,4.22,4.22,cubic
CdLiO3,1.31,0.76,-0.383,0.0,3.676,3.676,3.676,cubic
PmTmO3,1.14,0.96,-3.209,1.964,4.208,4.208,4.208,cubic
PuErO3,0.96,0.89,-3.012,0.619,4.246,4.246,4.246,cubic
CoSnO3,0.9,0.69,-0.997,0.36,4.001,4.001,4.001,cubic
InWO3,0.92,0.62,-1.795,0.0,3.998,3.998,3.998,cubic
FeCoO3,0.92,0.53,-0.651,0.0,3.595,3.595,3.595,cubic
MoGaO3,0.69,0.62,-0.918,0.0,3.768,3.768,3.768,cubic
MoRuO3,0.65,0.68,-0.339,0.0,3.888,3.888,3.888,cubic
ThTaO3,1.21,0.72,-2.63,0.0,4.046,4.046,4.046,cubic
TmScO3,1.05,0.75,-3.241,2.748,3.969,3.969,3.969,cubic
PbBO3,1.49,0.27,-0.901,0.0,3.532,3.532,3.532,cubic
RuPdO3,0.68,0.62,0.264,0.0,3.921,3.921,3.921,cubic
PuThO3,0.96,0.94,-3.059,0.0,4.575,4.575,4.575,cubic
GeZnO3,0.63,0.74,-0.519,0.0,3.835,3.835,3.835,cubic
SiZrO3,0.4,0.72,-1.995,1.469,4.115,4.115,4.115,cubic
PuLuO3,0.96,0.86,-3.141,0.0,4.18,4.18,4.18,cubic
TiMgO3,0.74,0.72,-1.685,0.0,3.686,3.686,3.686,cubic
PdAlO3,0.76,0.54,-1.341,0.0,3.662,3.662,3.662,cubic
OsGdO3,0.57,0.94,-0.48,0.0,4.322,4.322,4.322,cubic
HoPaO3,1.12,0.91,-2.36,0.0,4.461,4.461,4.461,cubic
LiKO3,0.92,1.38,0.491,0.0,4.385,4.385,4.385,cubic
SmCeO3,1.32,0.87,-2.444,0.779,4.543,4.543,4.543,cubic
Mo2O3,0.69,0.69,-0.959,0.0,3.937,3.937,3.937,cubic
CdHoO3,1.31,0.9,-1.761,0.0,4.267,4.267,4.267,cubic
IrHoO3,0.68,0.9,-0.682,0.0,4.259,4.259,4.259,cubic
FeUO3,0.92,0.89,-2.187,0.0,4.293,4.293,4.293,cubic
TlUO3,1.7,0.76,-2.745,2.695,4.369,4.369,4.369,cubic
AgWO3,1.28,0.62,-1.675,0.0,3.917,3.917,3.917,cubic
PaBiO3,0.95,0.9,-0.92,0.0,4.341,4.341,4.341,cubic
HgRbO3,1.14,1.52,0.84,0.0,4.322,4.322,4.322,cubic
SnAcO3,0.81,1.12,-1.676,0.0,4.622,4.622,4.622,cubic
ZrHgO3,0.89,1.11,-0.404,0.0,4.166,4.166,4.166,cubic
NpPtO3,0.98,0.67,-1.74,0.0,4.052,4.052,4.052,cubic
NbCoO3,0.72,0.61,-1.027,0.0,3.652,3.652,3.652,cubic
SiKO3,0.4,1.38,0.953,0.0,4.203,4.203,4.203,cubic
PuHgO3,0.96,1.11,-1.196,0.0,4.206,4.206,4.206,cubic
NpCdO3,0.98,0.95,-1.807,0.0,4.13,4.13,4.13,cubic
AsOsO3,0.52,0.57,-0.414,0.0,3.901,3.901,3.901,cubic
TmPdO3,1.09,0.62,-1.642,0.0,3.937,3.937,3.937,cubic
CrLiO3,0.57,0.76,-0.787,0.0,3.541,3.541,3.541,cubic
BZrO3,0.27,0.72,-1.084,0.0,4.141,4.141,4.141,cubic
YLaO3,1.08,1.03,-2.446,0.387,4.516,4.516,4.516,cubic
HoUO3,1.12,0.89,-2.55,0.0,4.383,4.383,4.383,cubic
ErAuO3,1.06,0.93,-1.236,0.0,4.085,4.085,4.085,cubic
PbYbO3,1.49,0.95,-1.386,0.0,4.205,4.205,4.205,cubic
Cr2O3,0.57,0.58,-1.636,0.0,3.746,3.746,3.746,cubic
GdOsO3,1.11,0.57,-1.743,0.0,3.941,3.941,3.941,cubic
LuScO3,1.03,0.75,-3.189,2.638,3.963,3.963,3.963,cubic
RhAlO3,0.67,0.54,-1.32,0.0,3.653,3.653,3.653,cubic
VGeO3,0.79,0.53,-1.495,0.0,3.713,3.713,3.713,cubic
SrKO3,1.44,1.38,-0.607,0.0,4.324,4.324,4.324,cubic
AsSbO3,0.58,0.68,-0.677,0.0,4.031,4.031,4.031,cubic
LuSmO3,1.03,0.96,-2.478,0.0,4.372,4.372,4.372,cubic
NaCdO3,1.39,0.95,-0.445,0.0,4.145,4.145,4.145,cubic
ErSmO3,1.06,0.96,-2.573,0.533,4.376,4.376,4.376,cubic
BiPrO3,1.38,0.85,-1.606,0.0,4.526,4.526,4.526,cubic
TcHoO3,0.6,0.9,-1.158,0.0,4.246,4.246,4.246,cubic
RhZnO3,0.61,0.74,-0.016,0.0,3.81,3.81,3.81,cubic
TcAlO3,0.6,0.54,-1.521,0.0,3.662,3.662,3.662,cubic
PrPmO3,1.18,0.97,-2.818,1.093,4.433,4.433,4.433,cubic
ReHgO3,0.57,1.11,1.029,0.0,4.148,4.148,4.148,cubic
GaSbO3,0.62,0.6,-1.237,0.0,3.993,3.993,3.993,cubic
WPtO3,0.63,0.67,0.501,0.0,3.978,3.978,3.978,cubic
ErPtO3,1.06,0.67,-1.502,0.0,4.003,4.003,4.003,cubic
MgTaO3,0.89,0.68,-2.49,0.0,3.977,3.977,3.977,cubic
UPtO3,1.17,0.67,-1.613,0.0,4.059,4.059,4.059,cubic
CoVO3,0.9,0.58,-1.519,0.0,3.74,3.74,3.74,cubic
FeMnO3,0.92,0.53,-1.138,0.0,3.715,3.715,3.715,cubic
PuGdO3,0.96,0.94,-2.817,0.0,4.372,4.372,4.372,cubic
SbPtO3,0.68,0.67,-0.414,0.0,4.023,4.023,4.023,cubic
NbPmO3,0.77,0.97,-1.231,0.0,4.395,4.395,4.395,cubic
BiDyO3,1.38,0.91,-2.004,0.0,4.307,4.307,4.307,cubic
MoTaO3,0.65,0.72,-1.582,0.0,3.996,3.996,3.996,cubic
NbVO3,0.79,0.58,-1.581,0.0,3.807,3.807,3.807,cubic
NbIrO3,0.79,0.63,-0.359,0.0,3.915,3.915,3.915,cubic
TmAsO3,1.05,0.58,-1.825,0.0,3.977,3.977,3.977,cubic
TeYbO3,0.77,0.95,-0.88,0.0,4.177,4.177,4.177,cubic
OsPuO3,0.57,0.83,-0.541,0.0,4.313,4.313,4.313,cubic
SiVO3,0.4,0.58,-1.492,0.0,3.784,3.784,3.784,cubic
BaRbO3,1.61,1.52,-0.745,0.0,4.473,4.473,4.473,cubic
IrBO3,0.68,0.27,-0.128,0.0,3.392,3.392,3.392,cubic
TaSnO3,0.74,0.69,-0.628,0.0,4.033,4.033,4.033,cubic
Sm2O3,1.24,0.96,-2.766,1.391,4.394,4.394,4.394,cubic
PtHgO3,0.67,1.11,0.889,0.0,4.143,4.143,4.143,cubic
PtTcO3,0.67,0.6,-0.491,0.0,3.871,3.871,3.871,cubic
NaTcO3,1.39,0.6,-1.843,0.0,3.845,3.845,3.845,cubic
PmSrO3,1.14,1.18,-1.871,0.0,4.386,4.386,4.386,cubic
SnSmO3,0.81,0.96,-1.816,0.0,4.418,4.418,4.418,cubic
WBeO3,0.66,0.45,-1.232,0.0,3.403,3.403,3.403,cubic
ScIrO3,0.87,0.57,-1.303,0.0,3.903,3.903,3.903,cubic
CrInO3,0.57,0.8,-0.883,0.0,4.163,4.163,4.163,cubic
CuPtO3,0.68,0.67,-0.034,0.0,3.914,3.914,3.914,cubic
MgSbO3,0.89,0.68,-1.478,0.0,4.055,4.055,4.055,cubic
PdHoO3,0.76,0.9,-1.203,0.0,4.308,4.308,4.308,cubic
GdYbO3,1.11,0.87,-2.441,0.0,4.104,4.104,4.104,cubic
BeSmO3,0.45,0.96,-0.928,0.0,4.362,4.362,4.362,cubic
BFeO3,0.27,0.59,0.155,0.0,3.685,3.685,3.685,cubic
UDyO3,1.03,0.91,-2.815,0.0,4.287,4.287,4.287,cubic
CsSiO3,1.88,0.4,-1.435,0.0,3.835,3.835,3.835,cubic
GeRuO3,0.73,0.62,-0.817,0.0,3.899,3.899,3.899,cubic
WNbO3,0.66,0.72,-0.916,0.0,4.016,4.016,4.016,cubic
RuBeO3,0.62,0.45,-0.824,0.0,3.399,3.399,3.399,cubic
YAuO3,1.08,0.93,-1.294,0.0,4.099,4.099,4.099,cubic
OsYO3,0.57,0.9,-0.541,0.0,4.282,4.282,4.282,cubic
VRuO3,0.79,0.62,-0.941,0.0,3.872,3.872,3.872,cubic
RbTeO3,1.72,0.77,-1.41,0.0,4.134,4.134,4.134,cubic
GdEuO3,1.11,0.95,-2.193,0.0,4.259,4.259,4.259,cubic
PuInO3,0.96,0.8,-2.13,0.593,4.114,4.114,4.114,cubic
TbTmO3,0.88,1.03,-2.963,1.89,4.192,4.192,4.192,cubic
PrSmO3,1.18,0.96,-2.872,1.274,4.408,4.408,4.408,cubic
KNaO3,1.64,1.02,-0.069,0.0,4.236,4.236,4.236,cubic
ReGdO3,0.57,0.94,-0.583,0.0,4.318,4.318,4.318,cubic
NiGeO3,0.69,0.53,-0.727,0.0,3.683,3.683,3.683,cubic
PuPaO3,0.96,0.91,-2.64,0.0,4.502,4.502,4.502,cubic
Nd2O3,1.27,0.98,-2.692,0.935,4.467,4.467,4.467,cubic
BeSrO3,0.45,1.18,0.092,0.0,4.366,4.366,4.366,cubic
BHgO3,0.27,1.11,1.291,0.0,4.119,4.119,4.119,cubic
TaAuO3,0.74,0.93,0.335,0.0,4.058,4.058,4.058,cubic
VMgO3,0.72,0.72,-1.41,0.0,3.752,3.752,3.752,cubic
RuGdO3,0.62,0.94,-0.9,0.0,4.318,4.318,4.318,cubic
WScO3,0.66,0.75,-1.236,0.0,3.96,3.96,3.96,cubic
AsNiO3,0.58,0.6,-0.451,0.0,3.675,3.675,3.675,cubic
TbAuO3,1.1,0.93,-1.189,0.0,4.095,4.095,4.095,cubic
GeRhO3,0.73,0.6,-0.605,0.0,3.9,3.9,3.9,cubic
CsPmO3,1.88,0.97,-2.019,0.0,4.616,4.616,4.616,cubic
ErYbO3,1.06,0.87,-2.33,0.0,4.087,4.087,4.087,cubic
OsZnO3,0.57,0.74,0.343,0.0,3.809,3.809,3.809,cubic
SbZrO3,0.68,0.72,-2.144,0.0,4.162,4.162,4.162,cubic
IrTbO3,0.68,0.92,-0.473,0.0,4.301,4.301,4.301,cubic
PtCoO3,0.67,0.63,0.018,0.0,3.694,3.694,3.694,cubic
HgWO3,1.19,0.62,-1.52,0.0,3.966,3.966,3.966,cubic
DyLaO3,1.08,1.03,-2.427,0.0,4.506,4.506,4.506,cubic
NbTbO3,0.79,0.76,-1.352,0.0,4.276,4.276,4.276,cubic
NbHoO3,0.72,0.9,-1.587,0.0,4.222,4.222,4.222,cubic
TcFeO3,0.6,0.67,-0.574,0.0,3.807,3.807,3.807,cubic
SmErO3,1.24,0.89,-3.123,2.014,4.23,4.23,4.23,cubic
TeErO3,0.77,0.89,-1.576,0.0,4.28,4.28,4.28,cubic
MgRhO3,0.89,0.6,-1.067,0.0,3.875,3.875,3.875,cubic
YYbO3,1.08,0.87,-2.389,0.0,4.102,4.102,4.102,cubic
NiLiO3,0.59,0.76,0.241,0.0,3.696,3.696,3.696,cubic
CrAsO3,0.57,0.52,-1.157,0.0,3.774,3.774,3.774,cubic
CrPdO3,0.8,0.62,-0.537,0.0,3.926,3.926,3.926,cubic
ZrRhO3,0.89,0.67,-1.202,0.0,3.887,3.887,3.887,cubic
NpAcO3,0.98,1.12,-2.417,0.0,4.671,4.671,4.671,cubic
DyIrO3,1.19,0.63,-1.646,0.0,3.949,3.949,3.949,cubic
ZrTiO3,0.89,0.61,-2.535,0.0,3.84,3.84,3.84,cubic
NiCuO3,0.59,0.68,0.153,0.0,3.681,3.681,3.681,cubic
TmTeO3,1.09,0.97,-1.339,0.0,4.226,4.226,4.226,cubic
BeTlO3,0.45,1.2,0.294,0.0,4.123,4.123,4.123,cubic
SmTaO3,1.32,0.68,-2.778,0.0,4.015,4.015,4.015,cubic
PuPdO3,0.96,0.75,-1.678,0.0,4.059,4.059,4.059,cubic
SbCuO3,0.76,0.54,-0.731,0.0,3.773,3.773,3.773,cubic
SnNdO3,0.81,0.98,-1.732,0.0,4.465,4.465,4.465,cubic
TeCrO3,0.97,0.55,-1.264,0.0,3.872,3.872,3.872,cubic
TaAlO3,0.74,0.54,-1.936,0.0,3.631,3.631,3.631,cubic
FePaO3,0.85,0.91,-1.942,0.0,4.348,4.348,4.348,cubic
BeIrO3,0.45,0.63,-0.197,0.0,3.85,3.85,3.85,cubic
AsSiO3,0.58,0.4,-1.501,0.0,3.585,3.585,3.585,cubic
KGdO3,1.64,0.94,-2.094,0.0,4.455,4.455,4.455,cubic
RuZrO3,0.68,0.72,-1.544,0.0,4.113,4.113,4.113,cubic
CrIrO3,0.8,0.63,-0.788,0.0,3.891,3.891,3.891,cubic
IrTcO3,0.63,0.6,-0.182,0.0,3.874,3.874,3.874,cubic
RuPtO3,0.62,0.67,0.296,0.0,3.951,3.951,3.951,cubic
KTmO3,1.64,0.96,-2.194,0.0,4.358,4.358,4.358,cubic
GaTmO3,0.62,0.96,-1.702,0.0,4.294,4.294,4.294,cubic
OsVO3,0.57,0.64,-0.556,0.0,3.794,3.794,3.794,cubic
TcDyO3,0.6,0.99,-1.127,0.0,4.267,4.267,4.267,cubic
AlNiO3,0.54,0.6,-0.821,0.0,3.613,3.613,3.613,cubic
UYbO3,1.03,0.87,-2.341,0.0,4.136,4.136,4.136,cubic
MnPdO3,0.96,0.62,-0.613,0.0,3.907,3.907,3.907,cubic
AlWO3,0.54,0.66,-1.67,0.0,3.941,3.941,3.941,cubic
AcUO3,1.12,0.85,-2.874,0.0,4.466,4.466,4.466,cubic
ZrDyO3,0.89,0.99,-2.15,0.0,4.243,4.243,4.243,cubic
SmYbO3,1.24,0.95,-2.5,0.0,4.118,4.118,4.118,cubic
NdHgO3,1.27,1.11,-1.361,0.0,4.212,4.212,4.212,cubic
PaCrO3,0.95,0.58,-2.208,0.0,3.891,3.891,3.891,cubic
TbIrO3,1.1,0.57,-1.54,0.0,3.953,3.953,3.953,cubic
AlPaO3,0.54,0.91,-2.259,2.193,4.385,4.385,4.385,cubic
BeYO3,0.45,0.9,-1.058,0.0,4.265,4.265,4.265,cubic
PrYbO3,1.18,0.87,-2.584,0.0,4.142,4.142,4.142,cubic
NdPaO3,1.27,0.91,-2.533,0.0,4.474,4.474,4.474,cubic
LuRhO3,1.03,0.67,-1.728,0.0,3.894,3.894,3.894,cubic
SiCoO3,0.4,0.53,-0.536,0.0,3.665,3.665,3.665,cubic
PuAgO3,0.96,0.95,-1.406,0.0,4.059,4.059,4.059,cubic
TmMoO3,1.09,0.65,-2.195,0.0,3.944,3.944,3.944,cubic
MoIrO3,0.69,0.68,-0.073,0.0,3.922,3.922,3.922,cubic
TeGeO3,0.97,0.53,-0.851,0.0,3.872,3.872,3.872,cubic
SrGaO3,1.44,0.62,-2.215,0.0,3.917,3.917,3.917,cubic
AcLiO3,1.12,0.76,-2.248,0.0,3.874,3.874,3.874,cubic
PrPaO3,1.18,0.91,-2.562,0.0,4.478,4.478,4.478,cubic
ReHfO3,0.57,0.71,-1.415,0.0,4.076,4.076,4.076,cubic
RhGaO3,0.67,0.62,-0.567,0.0,3.807,3.807,3.807,cubic
ZnCsO3,0.9,1.67,0.525,0.0,4.39,4.39,4.39,cubic
TmIrO3,1.09,0.63,-1.566,0.0,3.938,3.938,3.938,cubic
BNiO3,0.27,0.48,0.676,0.0,3.602,3.602,3.602,cubic
TaCeO3,0.74,0.87,-0.711,0.0,4.507,4.507,4.507,cubic
TiSbO3,0.86,0.68,-1.128,0.0,4.069,4.069,4.069,cubic
IrCoO3,0.68,0.61,0.152,0.0,3.658,3.658,3.658,cubic
AlSnO3,0.54,0.69,-1.209,0.0,4.006,4.006,4.006,cubic
GaHgO3,0.62,1.11,0.11,0.0,4.135,4.135,4.135,cubic
GdNpO3,1.11,0.86,-2.632,0.0,4.423,4.423,4.423,cubic
BSmO3,0.27,0.96,-0.41,0.0,4.436,4.436,4.436,cubic
ZrNdO3,0.89,0.98,-1.733,0.0,4.436,4.436,4.436,cubic
TmNaO3,1.05,1.02,-1.364,0.0,3.895,3.895,3.895,cubic
RhGeO3,0.61,0.63,-0.686,0.0,3.73,3.73,3.73,cubic
Tm2O3,1.05,0.96,-2.976,1.456,4.18,4.18,4.18,cubic
PdGdO3,0.76,0.94,-1.012,0.0,4.369,4.369,4.369,cubic
ThAcO3,1.21,1.12,-2.187,0.0,4.663,4.663,4.663,cubic
Mg2O3,0.89,0.72,-1.465,0.0,3.802,3.802,3.802,cubic
TcWO3,0.6,0.63,-1.022,0.0,3.935,3.935,3.935,cubic
YBiO3,1.08,1.03,-1.539,0.0,4.362,4.362,4.362,cubic
GeAgO3,0.63,0.95,-0.019,0.0,3.997,3.997,3.997,cubic
NbTmO3,0.72,0.88,-1.694,0.0,4.173,4.173,4.173,cubic
PrHoO3,1.18,0.9,-3.171,1.831,4.267,4.267,4.267,cubic
RbOsO3,1.72,0.57,-1.359,0.0,3.948,3.948,3.948,cubic
BeAuO3,0.45,0.93,0.404,0.0,3.967,3.967,3.967,cubic
NdAcO3,1.27,1.12,-2.374,0.0,4.676,4.676,4.676,cubic
GaLuO3,0.62,0.86,-1.738,0.0,4.243,4.243,4.243,cubic
InNiO3,0.92,0.6,-0.854,0.0,3.695,3.695,3.695,cubic
HgTmO3,1.14,0.96,-1.544,0.0,4.27,4.27,4.27,cubic
HoPbO3,1.12,0.78,-1.469,0.0,4.274,4.274,4.274,cubic
InCdO3,0.92,0.95,-0.419,0.0,4.106,4.106,4.106,cubic
SmThO3,1.32,0.94,-2.877,0.0,4.555,4.555,4.555,cubic
SiInO3,0.4,0.8,-0.487,0.0,4.092,4.092,4.092,cubic
LuOsO3,1.03,0.57,-1.558,0.0,3.923,3.923,3.923,cubic
PtSbO3,0.67,0.68,-0.386,0.0,3.98,3.98,3.98,cubic
AgZnO3,1.28,0.74,-0.13,0.0,3.854,3.854,3.854,cubic
ZnNaO3,0.9,1.02,0.409,0.0,3.943,3.943,3.943,cubic
InAsO3,0.92,0.58,-1.042,0.0,3.895,3.895,3.895,cubic
VSbO3,0.79,0.68,-1.161,0.0,4.035,4.035,4.035,cubic
AuRbO3,0.93,1.52,1.228,0.0,4.314,4.314,4.314,cubic
PtPmO3,0.67,0.97,-0.676,0.0,4.422,4.422,4.422,cubic
TaTiO3,0.74,0.61,-1.708,0.0,3.839,3.839,3.839,cubic
CdLuO3,1.31,0.86,-1.88,0.0,4.199,4.199,4.199,cubic
TcMgO3,0.6,0.72,-0.782,0.0,3.749,3.749,3.749,cubic
ZnTbO3,0.9,0.76,-1.307,0.0,4.296,4.296,4.296,cubic
NbOsO3,0.77,0.57,-0.491,0.0,3.9,3.9,3.9,cubic
KCaO3,1.64,1.0,-1.156,0.0,4.416,4.416,4.416,cubic
TmSbO3,1.05,0.76,-1.647,0.0,4.195,4.195,4.195,cubic
CaPrO3,1.34,0.85,-2.407,0.0,4.46,4.46,4.46,cubic
WMoO3,0.66,0.69,-0.494,0.0,3.939,3.939,3.939,cubic
OsBiO3,0.57,0.9,0.46,0.0,4.234,4.234,4.234,cubic
TbPrO3,1.1,0.85,-2.304,0.479,4.491,4.491,4.491,cubic
LuHoO3,1.03,0.9,-2.808,0.884,4.231,4.231,4.231,cubic
ReFeO3,0.58,0.78,-0.135,0.0,3.809,3.809,3.809,cubic
YHoO3,1.08,0.9,-2.963,1.662,4.24,4.24,4.24,cubic
LuNdO3,1.03,0.98,-2.329,0.0,4.44,4.44,4.44,cubic
TcNpO3,0.6,0.86,-1.357,0.0,4.338,4.338,4.338,cubic
TeSmO3,0.77,0.96,-1.313,0.0,4.434,4.434,4.434,cubic
PaScO3,0.95,0.75,-2.751,0.0,4.026,4.026,4.026,cubic
NpPrO3,0.98,0.92,-2.657,0.597,4.507,4.507,4.507,cubic
AsGaO3,0.58,0.62,-0.941,0.0,3.782,3.782,3.782,cubic
RuCoO3,0.68,0.53,-0.204,0.0,3.662,3.662,3.662,cubic
SmLaO3,1.24,1.03,-2.566,0.557,4.52,4.52,4.52,cubic
HoLuO3,1.12,0.86,-3.121,2.083,4.146,4.146,4.146,cubic
LiTmO3,0.92,0.96,-1.963,0.0,4.281,4.281,4.281,cubic
SbBeO3,0.68,0.45,-1.364,0.0,3.533,3.533,3.533,cubic
ZnCrO3,0.9,0.55,-1.335,0.0,3.733,3.733,3.733,cubic
RhTcO3,0.61,0.6,-0.653,0.0,3.863,3.863,3.863,cubic
PdAgO3,0.76,0.75,0.553,0.0,3.99,3.99,3.99,cubic
TbYbO3,1.1,0.95,-2.281,0.0,4.099,4.099,4.099,cubic
VYO3,0.72,0.9,-1.722,0.0,4.29,4.29,4.29,cubic
ReGaO3,0.57,0.62,-0.364,0.0,3.787,3.787,3.787,cubic
NiTaO3,0.69,0.68,-1.737,0.0,3.935,3.935,3.935,cubic
PbCaO3,1.49,1.0,-1.165,0.0,4.31,4.31,4.31,cubic
PuYbO3,0.96,0.95,-2.39,0.0,4.126,4.126,4.126,cubic
ThInO3,1.21,0.8,-2.09,0.0,4.32,4.32,4.32,cubic
ScGeO3,0.87,0.63,-1.995,0.0,3.762,3.762,3.762,cubic
